,Cluster,ID#,Balance,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
3059,1,3081,18059.0,1,1,1,0.0,0,0.0,0.0,2019,0
3060,1,3082,188759.0,1,1,1,3082.0,3,0.0,0.0,2817,0
3061,1,3083,36953.0,3,1,1,25598.0,16,0.0,0.0,2997,1
3062,2,3084,27155.0,4,1,1,47252.0,15,300.0,1.0,3001,1
3063,1,3085,89112.0,2,1,1,28670.0,29,0.0,0.0,2680,0
3064,1,3086,72768.0,1,1,1,290.0,3,0.0,0.0,2762,0
3065,1,3087,23178.0,1,1,1,0.0,0,0.0,0.0,2351,0
3066,1,3088,25676.0,1,1,1,0.0,0,0.0,0.0,1597,0
3067,1,3089,63190.0,3,1,1,18950.0,13,250.0,1.0,3041,0
3068,1,3090,1666.0,1,1,1,980.0,3,0.0,0.0,2761,0
3069,2,3091,105544.0,4,1,1,31001.0,16,500.0,1.0,2888,1
3070,1,3092,203218.75,2,1,1,11294.0,20,150.0,1.0,2819,1
3071,2,3093,40255.0,1,1,1,2975.0,13,750.0,2.0,2880,0
3072,1,3094,5317.0,1,1,1,0.0,0,0.0,0.0,2992,0
3073,1,3095,7606.0,4,1,1,29307.0,17,0.0,0.0,2930,1
3074,2,3096,43255.0,1,1,1,2691.0,3,750.0,1.0,2864,0
3075,1,3097,22414.0,1,1,1,1094.0,3,0.0,0.0,2957,1
3076,0,3098,92225.0,4,1,1,48276.0,19,350.0,1.0,2972,0
3077,1,3099,127199.0,1,1,1,2563.0,14,0.0,0.0,2917,0
3078,1,3100,12176.0,1,1,1,875.0,7,0.0,0.0,2268,0
3079,0,3101,142929.0,4,1,1,40826.0,23,0.0,0.0,2803,0
3080,1,3102,28670.0,2,1,1,11727.0,11,0.0,0.0,2980,1
3081,2,3103,82122.0,1,1,1,700.0,3,700.0,2.5,3044,0
3082,2,3104,54637.0,1,1,1,21181.0,27,777.5,2.5,2927,1
3083,1,3105,6181.0,1,1,1,2000.0,9,0.0,0.0,2878,0
3084,2,3106,25485.0,1,1,1,9655.0,10,777.5,2.5,2798,1
3085,1,3107,16136.0,1,1,1,0.0,0,0.0,0.0,1177,0
3086,2,3108,128213.0,2,1,1,7956.0,13,500.0,1.0,2522,0
3087,1,3109,92492.0,1,1,1,11029.0,6,0.0,0.0,2839,0
3088,2,3110,85412.0,3,1,1,25102.0,16,500.0,1.0,2816,0
3089,1,3111,46003.0,1,1,1,1340.0,7,0.0,0.0,2698,0
3090,1,3112,95982.0,1,1,1,3630.0,3,0.0,0.0,2623,0
3091,1,3113,20529.0,1,1,1,0.0,0,0.0,0.0,2644,0
3092,2,3114,28254.0,3,1,1,17117.0,19,777.5,2.5,2692,1
3093,2,3115,26101.0,1,1,1,3900.0,15,777.5,2.5,2222,0
3094,1,3116,50939.0,3,1,1,16453.0,16,0.0,0.0,2753,0
3095,1,3117,35039.0,1,1,1,174.0,1,0.0,0.0,2314,0
3096,3,3118,175501.0,3,1,1,34318.0,36,777.5,2.5,2691,0
3097,1,3119,1439.0,1,1,1,80.0,2,0.0,0.0,2684,0
3098,2,3120,203218.75,1,1,1,25688.0,23,777.5,2.5,2607,1
3099,2,3121,38429.0,1,1,1,1004.0,2,777.5,2.0,2521,0
3100,1,3122,22865.0,1,1,1,1750.0,7,0.0,0.0,2375,0
3101,1,3123,23033.0,2,1,1,7910.0,15,0.0,0.0,2765,1
3102,1,3124,103172.0,1,1,1,3125.0,3,0.0,0.0,2416,0
3103,2,3125,23448.0,4,1,1,36941.0,18,700.0,2.5,2675,1
3104,2,3126,115161.0,1,1,1,9050.0,18,777.5,2.5,2417,0
3105,2,3127,58382.0,1,1,1,11327.0,32,777.5,2.5,2480,1
3106,0,3128,156766.0,3,1,1,23375.0,27,0.0,0.0,2840,0
3107,1,3129,34137.0,1,1,1,335.0,5,0.0,0.0,2593,0
3108,2,3130,17219.0,1,1,1,6167.0,10,777.5,2.5,2627,1
3109,1,3131,43823.0,1,1,1,500.0,1,0.0,0.0,2717,0
3110,1,3132,63364.0,3,1,1,15415.0,11,0.0,0.0,2560,0
3111,1,3133,18497.0,3,1,1,14138.0,12,0.0,0.0,2643,0
3112,1,3134,23173.0,2,1,1,7843.0,8,0.0,0.0,2565,0
3113,0,3135,51367.0,4,1,1,40004.0,24,0.0,0.0,2434,1
3114,1,3136,34894.0,3,1,1,13955.0,17,0.0,0.0,2447,0
3115,1,3137,7422.0,1,1,1,2229.0,3,0.0,0.0,2653,0
3116,2,3138,16090.0,1,1,1,850.0,6,777.5,2.5,2592,0
3117,1,3139,2784.0,1,1,1,0.0,0,0.0,0.0,2066,0
3118,2,3140,54177.0,3,1,1,45403.0,15,500.0,1.0,2123,1
3119,1,3141,29326.0,2,1,1,23061.0,7,0.0,0.0,2497,1
3120,1,3142,26164.0,1,1,1,0.0,0,0.0,0.0,2566,0
3121,1,3143,29518.0,1,1,1,2702.0,12,0.0,0.0,2532,0
3122,1,3144,29754.0,1,1,1,500.0,1,0.0,0.0,2655,0
3123,1,3145,8000.0,1,1,1,0.0,0,0.0,0.0,941,0
3124,2,3146,69788.0,1,1,1,1500.0,3,777.5,2.5,2705,0
3125,1,3147,38042.0,1,1,1,7658.0,17,0.0,0.0,2606,0
3126,1,3148,23894.0,1,1,1,6000.0,3,0.0,0.0,2705,1
3127,0,3149,110628.0,5,1,1,57626.25,13,0.0,0.0,2654,0
3128,1,3150,10839.0,1,1,1,190.0,1,190.0,1.0,2341,0
3129,1,3151,47513.0,3,1,1,19904.0,13,0.0,0.0,2516,1
3130,1,3152,16321.0,1,1,1,0.0,0,0.0,0.0,2710,0
3131,1,3153,37550.0,1,1,1,0.0,0,0.0,0.0,2579,0
3132,1,3154,37936.0,2,1,1,6211.0,12,0.0,0.0,2719,0
3133,2,3155,38061.0,3,1,1,34227.0,18,777.5,2.5,2649,1
3134,1,3156,25934.0,1,1,1,370.0,3,0.0,0.0,2565,0
3135,2,3157,54942.0,1,1,1,4200.0,10,777.5,2.5,2610,0
3136,0,3158,139423.0,4,1,1,54152.0,25,500.0,2.5,2677,1
3137,3,3159,203218.75,5,1,1,57626.25,32,600.0,2.0,2483,1
3138,1,3160,98753.0,1,1,1,1475.0,5,0.0,0.0,2619,1
3139,1,3161,25157.0,1,1,1,830.0,3,0.0,0.0,2732,0
3140,1,3162,24134.0,1,1,1,1250.0,3,0.0,0.0,2390,0
3141,1,3163,6628.0,1,1,1,2125.0,8,0.0,0.0,2539,0
3142,1,3164,14504.0,1,1,1,0.0,0,0.0,0.0,2329,0
3143,1,3165,36665.0,1,1,1,3250.0,19,0.0,0.0,2951,0
3144,1,3166,17481.0,1,1,1,1396.0,3,0.0,0.0,586,0
3145,1,3167,33111.0,1,1,1,0.0,0,0.0,0.0,2461,0
3146,0,3168,89237.0,4,1,2,37668.0,18,0.0,0.0,2533,0
3147,0,3169,93028.0,4,1,1,40887.0,22,0.0,0.0,2507,1
3148,0,3170,89094.0,5,1,1,55865.0,13,0.0,0.0,2404,0
3149,0,3171,11109.0,5,1,1,53627.0,13,0.0,0.0,2623,1
3150,1,3172,14957.0,1,1,1,0.0,0,0.0,0.0,2634,0
3151,1,3173,17823.0,1,1,1,15323.0,8,0.0,0.0,1453,0
3152,1,3174,8485.0,1,1,1,0.0,0,0.0,0.0,2111,0
3153,1,3175,56756.0,3,1,1,10851.0,14,0.0,0.0,2068,0
3154,0,3176,99196.0,4,1,1,28334.0,16,0.0,0.0,2595,0
3155,1,3177,21736.0,1,2,1,6672.0,10,0.0,0.0,2544,0
3156,1,3178,11324.0,3,1,1,11082.0,11,0.0,0.0,2661,1
3157,2,3179,60109.0,1,1,1,2300.0,6,777.5,2.5,2501,1
3158,2,3180,129887.0,1,1,1,26810.0,10,777.5,2.5,2566,1
3159,1,3181,18150.0,1,1,1,240.0,2,0.0,0.0,2538,0
3160,2,3182,57432.0,2,1,1,13422.0,19,777.5,2.5,2546,1
3161,1,3183,32659.0,1,1,1,3614.0,14,0.0,0.0,2553,0
3162,1,3184,103203.0,1,1,1,3200.0,4,200.0,2.0,1556,1
3163,1,3185,27122.0,1,1,1,0.0,0,0.0,0.0,2630,0
3164,1,3186,40252.0,1,1,1,1375.0,4,0.0,0.0,2565,0
3165,2,3187,194816.0,1,1,1,20822.0,25,777.5,2.5,2424,1
3166,1,3188,65460.0,1,1,1,0.0,0,0.0,0.0,2493,0
3167,1,3189,17863.0,1,1,1,0.0,0,0.0,0.0,2028,1
3168,0,3190,28443.0,4,1,1,53065.0,18,150.0,1.0,2462,1
3169,2,3191,15655.0,1,1,1,2807.0,12,777.5,2.5,2476,1
3170,2,3192,38307.0,1,1,1,1500.0,3,777.5,2.5,2151,0
3171,1,3193,15135.0,3,1,1,13357.0,14,0.0,0.0,2579,1
3172,2,3194,73601.0,2,1,1,12902.0,36,777.5,2.5,2624,0
3173,1,3195,31489.0,3,1,1,21950.0,21,0.0,0.0,2216,1
3174,1,3196,48852.0,1,1,1,1058.0,3,0.0,0.0,2278,1
3175,1,3197,188883.0,1,1,1,5500.0,3,0.0,0.0,2613,1
3176,1,3198,37212.0,1,1,1,0.0,0,0.0,0.0,2455,0
3177,1,3199,43285.0,1,1,1,745.0,3,0.0,0.0,2436,1
3178,1,3200,10758.0,1,1,1,0.0,0,0.0,0.0,1777,0
3179,1,3201,40926.0,1,1,1,1725.0,7,0.0,0.0,2453,0
3180,1,3202,10915.0,1,1,1,5455.0,15,0.0,0.0,2473,1
3181,1,3203,38580.0,1,1,1,4337.0,7,0.0,0.0,2168,0
3182,2,3204,26650.0,1,1,1,4652.0,11,777.5,2.5,1958,0
3183,2,3205,25268.0,1,1,1,4566.0,8,777.5,2.5,2126,1
3184,1,3206,9338.0,1,1,1,200.0,1,200.0,1.0,2371,0
3185,3,3207,67070.0,4,1,1,34600.0,27,777.5,2.5,2416,1
3186,1,3208,19382.0,1,1,1,195.0,2,0.0,0.0,2545,0
3187,1,3209,25205.0,1,1,1,0.0,0,0.0,0.0,2532,0
3188,1,3210,9634.0,1,1,1,9634.0,5,0.0,0.0,2146,0
3189,2,3211,18954.0,1,1,1,550.0,3,550.0,2.5,2465,0
3190,1,3212,41279.0,2,1,1,8682.0,14,0.0,0.0,2241,0
3191,1,3213,56624.0,1,2,1,12311.0,14,0.0,0.0,2491,0
3192,1,3214,11021.0,1,1,1,115.0,2,0.0,0.0,2449,0
3193,1,3215,4096.0,1,1,1,3802.0,8,0.0,0.0,2433,1
3194,1,3216,5199.0,3,1,1,28100.0,16,0.0,0.0,2592,1
3195,1,3217,41072.0,1,1,1,3751.0,15,0.0,0.0,2378,0
3196,2,3218,83623.0,1,1,1,2692.0,6,777.5,2.5,2395,0
3197,1,3219,15920.0,1,1,1,2500.0,1,0.0,0.0,2466,1
3198,1,3220,50674.0,2,1,1,22073.0,12,0.0,0.0,1615,0
3199,2,3221,55461.0,4,1,1,31658.0,17,500.0,2.0,2315,0
3200,1,3222,93264.0,1,1,1,3250.0,19,0.0,0.0,2369,0
3201,2,3223,115154.0,3,1,1,13466.0,17,500.0,1.0,2440,0
3202,1,3224,24920.0,1,1,1,375.0,3,0.0,0.0,2067,0
3203,1,3225,64924.0,1,3,1,14971.0,13,0.0,0.0,1989,0
3204,2,3226,25210.0,1,1,1,14500.0,5,500.0,1.0,2138,0
3205,1,3227,41247.0,1,1,1,0.0,0,0.0,0.0,2407,0
3206,1,3228,5929.0,1,1,1,168.0,7,0.0,0.0,2371,0
3207,1,3229,14457.0,1,1,1,1875.0,8,0.0,0.0,2409,0
3208,1,3230,29067.0,1,1,1,485.0,3,250.0,1.0,2147,1
3209,1,3231,112164.0,3,1,1,16802.0,14,0.0,0.0,2188,0
3210,1,3232,44764.0,2,1,1,5539.0,6,0.0,0.0,2081,0
3211,1,3233,38997.0,1,1,1,5158.0,18,0.0,0.0,2399,0
3212,1,3234,115215.0,2,1,1,5824.0,7,0.0,0.0,2096,1
3213,1,3235,96714.0,3,1,1,17026.0,15,0.0,0.0,2185,0
3214,0,3236,32988.0,4,1,1,49484.0,14,0.0,0.0,2161,1
3215,1,3237,11552.0,1,1,1,0.0,0,0.0,0.0,481,0
3216,2,3238,38739.0,1,1,1,3050.0,3,550.0,2.0,1976,0
3217,2,3239,142989.0,4,1,1,26210.0,14,500.0,1.0,2340,0
3218,1,3240,1724.0,3,1,1,27305.0,20,0.0,0.0,1784,1
3219,3,3241,56395.0,5,1,1,57626.25,24,777.5,2.5,2344,1
3220,1,3242,11845.0,1,1,1,625.0,2,0.0,0.0,2334,0
3221,2,3243,46378.0,1,1,1,2358.0,5,777.5,2.5,1766,0
3222,1,3244,85071.0,1,1,1,6600.0,4,0.0,0.0,2322,0
3223,2,3245,53543.0,1,1,1,21183.0,11,563.0,2.0,1149,0
3224,1,3246,33834.0,1,1,1,3920.0,12,0.0,0.0,1850,0
3225,1,3247,36839.0,1,1,1,4436.0,6,0.0,0.0,2275,1
3226,1,3248,42042.0,2,1,1,9846.0,14,0.0,0.0,1606,0
3227,1,3249,72027.0,1,1,1,0.0,0,0.0,0.0,2386,0
3228,1,3250,2692.0,1,1,1,800.0,4,50.0,1.0,2447,0
3229,1,3251,17818.0,1,1,1,0.0,0,0.0,0.0,1709,0
3230,2,3252,70927.0,1,1,1,12011.0,12,777.5,2.5,2096,1
3231,1,3253,57622.0,1,1,1,1250.0,3,0.0,0.0,2337,0
3232,1,3254,323.0,1,1,1,0.0,0,0.0,0.0,1975,0
3233,1,3255,33530.0,1,1,1,0.0,0,0.0,0.0,1777,0
3234,1,3256,16452.0,1,1,1,9181.0,5,0.0,0.0,2108,0
3235,2,3257,203218.75,1,1,1,26161.0,38,777.5,2.5,2272,1
3236,2,3258,55487.0,3,1,1,23123.0,19,777.5,2.5,1986,1
3237,1,3260,14648.0,3,1,1,21157.0,12,0.0,0.0,1843,1
3238,1,3261,10621.0,1,1,1,90.0,3,0.0,0.0,2223,0
3239,1,3262,23224.0,1,1,1,1750.0,7,0.0,0.0,2322,0
3240,1,3263,17684.0,1,1,1,93.0,1,0.0,0.0,2012,0
3241,2,3264,2477.0,1,1,1,2319.0,6,500.0,1.0,2137,1
3242,1,3265,44668.0,1,1,1,872.0,2,0.0,0.0,1557,0
3243,1,3266,22461.0,1,1,1,150.0,1,150.0,1.0,2223,0
3244,1,3267,103200.0,1,1,1,500.0,1,500.0,1.0,2062,1
3245,1,3268,74007.0,2,1,1,9259.0,13,0.0,0.0,2181,0
3246,1,3269,22134.0,1,1,1,0.0,0,0.0,0.0,2161,0
3247,1,3270,203218.75,1,1,1,5125.0,18,0.0,0.0,2150,0
3248,1,3271,24683.0,1,1,1,600.0,2,0.0,0.0,2117,0
3249,3,3272,51680.0,4,1,1,54926.0,38,777.5,2.5,2112,1
3250,1,3273,8819.0,3,1,1,12472.0,15,0.0,0.0,1920,1
3251,1,3274,61545.0,3,1,1,18351.0,18,0.0,0.0,1973,0
3252,2,3275,124837.0,1,1,1,4400.0,7,777.5,2.5,2053,1
3253,1,3276,50848.0,1,1,1,0.0,0,0.0,0.0,1773,0
3254,1,3277,19661.0,1,1,1,0.0,0,0.0,0.0,2175,0
3255,2,3278,32156.0,2,1,1,23928.0,29,777.5,2.5,2257,1
3256,2,3279,123055.0,1,1,1,11564.0,5,777.5,2.0,2209,1
3257,2,3280,63331.0,1,1,1,4200.0,4,700.0,2.0,2060,0
3258,1,3281,9646.0,1,1,1,3445.0,11,0.0,0.0,2140,0
3259,1,3282,16569.0,1,1,1,3204.0,8,0.0,0.0,2120,0
3260,2,3283,194111.0,1,1,1,12350.0,30,777.5,2.5,1777,1
3261,3,3284,147128.0,5,1,1,57626.25,38,777.5,1.0,2279,1
3262,2,3285,59177.0,1,1,1,2300.0,6,700.0,2.5,1869,1
3263,1,3286,26693.0,3,1,1,22057.0,14,0.0,0.0,1863,1
3264,1,3287,2912.0,1,1,1,510.0,1,0.0,0.0,2132,0
3265,1,3288,13982.0,1,1,1,500.0,1,0.0,0.0,2117,0
3266,1,3289,14428.0,1,1,1,3475.0,21,0.0,0.0,1599,0
3267,1,3290,21740.0,1,1,1,5625.0,11,0.0,0.0,2048,0
3268,1,3291,8811.0,1,1,1,600.0,5,0.0,0.0,2032,0
3269,1,3292,48256.0,2,1,1,8942.0,14,0.0,0.0,2121,0
3270,1,3293,10994.0,3,1,1,10492.0,15,0.0,0.0,2215,1
3271,1,3294,27320.0,1,1,1,0.0,0,0.0,0.0,1725,0
3272,1,3295,66614.0,1,1,1,0.0,0,0.0,0.0,1992,0
3273,1,3296,78105.0,2,1,1,49364.0,14,0.0,0.0,2070,0
3274,1,3297,120860.0,1,1,1,2000.0,1,0.0,0.0,1761,0
3275,1,3298,77382.0,1,1,1,4950.0,13,0.0,0.0,2256,0
3276,1,3299,19290.0,1,1,1,0.0,0,0.0,0.0,2331,0
3277,1,3300,50987.0,1,1,1,0.0,0,0.0,0.0,2259,0
3278,2,3301,101290.0,4,1,1,33876.0,22,500.0,1.0,2291,1
3279,1,3302,17377.0,1,1,1,500.0,1,0.0,0.0,2010,1
3280,2,3303,11711.0,1,1,1,500.0,1,500.0,1.0,1922,0
3281,2,3304,28712.0,1,1,1,1500.0,3,777.5,2.5,2256,1
3282,2,3305,110839.0,1,1,1,17550.0,24,777.5,2.5,2272,1
3283,2,3306,65633.0,1,1,1,3100.0,10,777.5,2.5,1791,0
3284,1,3307,69106.0,1,1,1,17832.0,10,0.0,0.0,2007,0
3285,1,3308,66009.0,1,1,1,0.0,0,0.0,0.0,1603,1
3286,1,3309,16843.0,1,1,1,780.0,3,0.0,0.0,2112,0
3287,1,3310,27071.0,1,1,1,2125.0,10,0.0,0.0,2059,0
3288,2,3311,25807.0,1,1,1,550.0,3,550.0,2.5,1838,0
3289,1,3312,132871.0,1,1,1,300.0,3,200.0,2.0,1719,0
3290,1,3313,24065.0,3,1,1,29586.0,9,0.0,0.0,1045,1
3291,2,3314,92533.0,1,1,1,2220.0,4,777.5,2.5,1905,0
3292,1,3315,14513.0,1,1,1,50.0,2,0.0,0.0,1710,0
3293,0,3316,162365.0,5,1,1,57626.25,15,0.0,0.0,1948,0
3294,1,3317,4834.0,2,1,1,13441.0,17,0.0,0.0,1851,1
3295,1,3318,21311.0,1,1,1,2000.0,9,0.0,0.0,1990,0
3296,1,3319,49804.0,1,1,1,0.0,0,0.0,0.0,2157,0
3297,2,3320,135567.0,1,1,1,3650.0,5,777.5,2.5,1967,0
3298,2,3321,135374.0,3,1,1,23835.0,22,777.5,2.0,2294,0
3299,1,3322,140914.0,1,1,1,0.0,0,0.0,0.0,1791,0
3300,1,3323,6789.0,1,1,1,0.0,0,0.0,0.0,2237,0
3301,1,3324,61893.0,1,1,1,0.0,0,0.0,0.0,2320,0
3302,1,3325,83082.0,1,1,1,16207.0,13,250.0,1.0,2003,1
3303,1,3326,16962.0,1,1,1,0.0,0,0.0,0.0,2206,0
3304,2,3327,85955.0,4,1,1,34197.0,22,600.0,2.0,2046,0
3305,1,3328,22215.0,1,1,1,2375.0,12,0.0,0.0,1857,0
3306,2,3329,105898.0,1,1,1,4444.0,5,777.5,2.5,2332,0
3307,1,3330,66807.0,3,1,1,23456.0,14,0.0,0.0,1575,0
3308,1,3331,131366.0,1,1,1,1500.0,2,500.0,1.0,1999,0
3309,2,3332,31929.0,1,1,1,3500.0,3,777.5,2.0,2019,1
3310,2,3333,20540.0,1,1,1,5731.0,15,500.0,1.0,1970,0
3311,0,3334,48131.0,5,1,1,57626.25,18,0.0,0.0,2161,1
3312,1,3335,16346.0,1,1,1,5930.0,15,0.0,0.0,2108,1
3313,1,3336,15540.0,1,1,1,209.0,3,104.0,1.0,1761,0
3314,1,3337,17828.0,4,1,1,35099.0,14,0.0,0.0,2115,1
3315,0,3338,203218.75,5,1,1,57626.25,27,150.0,2.5,2047,0
3316,2,3339,66300.0,1,1,1,4750.0,6,777.5,2.5,1884,0
3317,1,3340,28446.0,1,1,1,0.0,0,0.0,0.0,1920,0
3318,1,3341,80906.0,3,1,1,23548.0,15,0.0,0.0,2140,0
3319,2,3342,12153.0,1,1,1,1050.0,9,777.5,2.5,2041,0
3320,1,3343,37569.0,1,1,1,3850.0,4,250.0,1.0,1597,1
3321,2,3344,98151.0,3,1,1,38812.0,11,500.0,1.0,1976,0
3322,2,3345,203218.75,1,1,1,7750.0,32,750.0,2.5,2102,0
3323,1,3346,19881.0,1,1,1,2472.0,15,0.0,0.0,2186,0
3324,1,3347,13490.0,1,1,1,0.0,0,0.0,0.0,2032,1
3325,1,3348,46672.0,3,1,1,22404.0,22,0.0,0.0,2021,0
3326,2,3349,119735.0,3,1,1,22432.0,17,777.5,2.0,1996,1
3327,1,3350,18317.0,1,1,1,2375.0,12,0.0,0.0,2032,0
3328,1,3351,26334.0,1,1,1,0.0,0,0.0,0.0,2258,0
3329,0,3352,143441.0,5,1,1,57626.25,27,0.0,0.0,2238,0
3330,1,3353,10697.0,1,1,1,1000.0,8,0.0,0.0,2111,0
3331,1,3354,14072.0,3,1,1,20700.0,16,0.0,0.0,1949,1
3332,2,3355,35661.0,1,1,1,600.0,3,500.0,2.0,1759,1
3333,1,3356,54697.0,1,1,1,1625.0,6,0.0,0.0,1809,0
3334,1,3357,18359.0,1,1,1,0.0,0,0.0,0.0,1748,0
3335,2,3358,47764.0,2,1,1,23122.0,11,400.0,1.0,1872,1
3336,1,3359,51169.0,3,1,1,13080.0,13,0.0,0.0,1809,0
3337,1,3360,32099.0,3,1,1,10534.0,6,0.0,0.0,1929,0
3338,1,3361,84148.0,1,1,5,57626.25,7,0.0,0.0,1054,0
3339,1,3362,45137.0,1,1,1,2000.0,1,0.0,0.0,1319,1
3340,1,3363,18179.0,1,1,1,5488.0,3,0.0,0.0,1877,1
3341,1,3364,39566.0,2,1,1,23755.0,18,0.0,0.0,1763,0
3342,1,3365,46809.0,1,1,1,125.0,1,0.0,0.0,1878,0
3343,1,3366,41628.0,3,1,1,16771.0,12,0.0,0.0,1818,0
3344,1,3367,20891.0,1,1,1,150.0,3,0.0,0.0,1920,0
3345,2,3368,36513.0,1,1,1,825.0,3,725.0,2.0,1611,0
3346,0,3369,116923.0,5,1,1,57626.25,38,0.0,0.0,1738,0
3347,1,3370,7879.0,1,1,1,1815.0,5,0.0,0.0,1849,0
3348,1,3371,40091.0,1,1,1,0.0,0,0.0,0.0,1803,0
3349,1,3372,45842.0,1,1,1,8253.0,15,128.0,1.0,1805,1
3350,1,3373,500.0,1,1,1,0.0,0,0.0,0.0,396,0
3351,1,3374,43595.0,1,1,1,4375.0,14,0.0,0.0,1867,0
3352,3,3375,29291.0,4,1,1,31357.0,32,777.5,2.5,1391,1
3353,1,3376,63392.0,3,1,1,20553.0,17,0.0,0.0,1087,0
3354,1,3377,19578.0,2,1,1,5208.0,11,0.0,0.0,1632,1
3355,1,3378,10926.0,1,1,1,0.0,0,0.0,0.0,1851,0
3356,1,3379,19839.0,4,1,1,36375.0,15,0.0,0.0,1535,1
3357,1,3380,64594.0,2,1,1,9295.0,14,0.0,0.0,1869,0
3358,1,3381,24580.0,1,1,1,255.0,3,0.0,0.0,1926,0
3359,1,3382,20318.0,1,2,1,6990.0,13,0.0,0.0,1956,0
3360,1,3383,24579.0,1,1,1,2100.0,10,0.0,0.0,1967,0
3361,1,3384,71713.0,1,1,1,2135.0,4,0.0,0.0,1845,0
3362,2,3385,73501.0,3,1,1,21014.0,26,777.5,2.5,1720,0
3363,1,3386,61479.0,1,1,1,6050.0,4,50.0,1.0,1755,0
3364,1,3387,21915.0,1,1,1,1875.0,8,0.0,0.0,1518,0
3365,1,3388,16465.0,1,1,1,16165.0,5,0.0,0.0,1631,0
3366,1,3389,61841.0,1,1,1,48700.0,38,0.0,0.0,1659,1
3367,1,3390,23197.0,1,3,1,10587.0,13,150.0,1.0,1747,0
3368,1,3391,26069.0,1,1,1,0.0,0,0.0,0.0,1278,0
3369,1,3392,5690.0,2,1,1,11612.0,15,0.0,0.0,1549,1
3370,1,3393,1000.0,1,1,1,0.0,0,0.0,0.0,1597,0
3371,1,3394,14052.0,1,1,1,0.0,0,0.0,0.0,1808,0
3372,1,3395,2143.0,1,1,1,0.0,0,0.0,0.0,1672,0
3373,1,3396,18239.0,1,1,1,0.0,0,0.0,0.0,1683,0
3374,1,3397,4892.0,1,1,1,0.0,0,0.0,0.0,1282,0
3375,1,3398,34412.0,3,1,1,14734.0,13,0.0,0.0,1524,1
3376,1,3399,34535.0,1,1,1,2719.0,12,0.0,0.0,1358,0
3377,2,3400,23720.0,1,1,1,4000.0,3,500.0,1.0,1678,1
3378,1,3401,11816.0,1,1,1,0.0,0,0.0,0.0,1596,0
3379,1,3402,11218.0,1,1,1,3850.0,14,0.0,0.0,1604,0
3380,1,3403,12568.0,1,1,1,350.0,3,0.0,0.0,1664,0
3381,2,3404,13188.0,1,1,1,1500.0,3,777.5,2.5,1955,0
3382,1,3405,39983.0,3,1,1,39983.0,11,0.0,0.0,1569,0
3383,1,3406,28526.0,1,1,1,4167.0,15,0.0,0.0,1360,0
3384,1,3407,68359.0,3,1,1,15803.0,17,0.0,0.0,1293,0
3385,1,3408,22048.0,1,1,1,100.0,1,0.0,0.0,1702,0
3386,1,3409,1866.0,1,1,1,1128.0,8,0.0,0.0,1782,0
3387,1,3410,40408.0,2,1,1,9612.0,12,0.0,0.0,913,0
3388,1,3411,20642.0,1,1,1,4977.0,13,0.0,0.0,1614,0
3389,2,3412,66574.0,1,1,1,2500.0,6,400.0,2.5,1791,0
3390,1,3413,18656.0,1,1,1,4752.0,11,0.0,0.0,968,0
3391,2,3414,57374.0,1,1,1,2100.0,5,777.5,2.5,1440,0
3392,1,3415,25898.0,1,1,1,7834.0,3,0.0,0.0,1588,0
3393,1,3416,42481.0,3,1,1,24617.0,16,0.0,0.0,678,0
3394,2,3417,62492.0,1,1,1,3725.0,11,777.5,2.5,1536,0
3395,1,3418,4431.0,1,1,1,0.0,0,0.0,0.0,1582,0
3396,1,3419,25090.0,4,1,1,25860.0,9,0.0,0.0,1786,1
3397,0,3420,95728.0,5,1,1,56111.0,14,0.0,0.0,1372,0
3398,1,3421,11631.0,1,1,1,3289.0,22,0.0,0.0,1157,0
3399,2,3422,54039.0,1,1,1,5250.0,22,777.5,2.5,1709,1
3400,1,3423,5625.0,1,1,1,2350.0,12,0.0,0.0,1270,0
3401,2,3424,22966.0,1,1,1,3950.0,8,450.0,2.5,1443,1
3402,1,3425,5544.0,1,1,1,350.0,3,0.0,0.0,1713,0
3403,2,3426,37171.0,1,1,1,3450.0,5,777.5,2.5,1341,1
3404,2,3427,40425.0,1,1,1,3300.0,8,777.5,2.5,1753,0
3405,1,3428,9805.0,1,1,1,4403.0,11,0.0,0.0,1559,1
3406,1,3429,29417.0,1,1,1,16011.0,3,0.0,0.0,1582,0
3407,1,3430,37093.0,1,1,1,4250.0,13,0.0,0.0,1810,0
3408,1,3431,21461.0,1,1,1,4010.0,26,0.0,0.0,1509,0
3409,1,3432,21950.0,1,1,1,5739.0,16,0.0,0.0,1668,0
3410,1,3433,14233.0,1,1,1,160.0,3,0.0,0.0,1687,0
3411,0,3434,105737.0,5,1,1,57626.25,13,0.0,0.0,1705,0
3412,1,3435,22551.0,1,1,1,0.0,0,0.0,0.0,1794,0
3413,1,3436,35474.0,1,1,1,15086.0,6,0.0,0.0,1479,0
3414,2,3437,21854.0,1,1,1,500.0,1,500.0,1.0,1100,0
3415,1,3438,50386.0,1,1,1,2750.0,8,0.0,0.0,1721,0
3416,1,3439,28502.0,1,1,1,2375.0,12,0.0,0.0,1732,0
3417,3,3440,203218.75,4,1,1,37766.0,28,777.5,2.5,890,1
